徐州华润电力,2号炉,上海三菱电梯,乘客电梯,31103203232016030646,,日立电梯（中国）有限公司,2014-11-01,141102847,HOPE-II,曳引驱动,9,9,9,1600,1.5,2018-03-13,华润路1号,,,
徐州华润电力,3号锅炉,奥的斯电梯,载货电梯,32103203042004051420,,日立电梯（中国）有限公司,2002-08-01,F8NE20208,THJ1600/1.0-JX,曳引驱动,7,7,7,1600,1,2018-03-10,华润路1号,,,
徐州华润电力,4号锅炉,奥的斯电梯,载货电梯,32103203042004091499,,日立电梯（中国）有限公司,2002-08-01,F8NE20209,THJ1600/1.0-JX,曳引驱动,7,7,7,1600,1,2018-03-10,华润路1号,,,
徐州华润电力,档案室杂物梯,扬州天利电梯,杂物电梯,34003203232013060677,,日立电梯（中国）有限公司,2013-03-01,13010,TWJ200/0.4-AS,曳引驱动,2,2,2,200,0.4,2017-07-19,华润路1号,,,
徐州华润电力,行政楼后侧,通力电梯,载货电梯,31303203042005111885,,日立电梯（中国）有限公司,2005-07-01,36018308,PW13/10-19,强制驱动,2,2,2,1000,1,2017-07-19,华润路1号,,,
徐州华润电力,二期脱硫控制楼,康力电梯,乘客电梯,31103203232013111519,,日立电梯（中国）有限公司,2013-03-01,10016327-0010,KLKI-VF1000/1.0,曳引驱动,4,4,4,1000,1,2017-07-19,华润路1号,,,
铜山华润电力,三期辅控楼,天津奥的斯电梯,乘客电梯,31103203232009080429,,日立电梯（中国）有限公司,2009-06-01,R2NB5078,TKJ1000/1.0-JX,曳引驱动,5,5,5,1000,1,2017-07-19,华润路1号,,,
铜山华润电力,三期集控楼,天津奥的斯电梯,乘客电梯,31103203232009080430,,日立电梯（中国）有限公司,2009-08-01,R2NB8729,TKJ1000/1.0-JX,曳引驱动,6,6,6,1000,1,2017-07-19,华润路1号,,,
73061部队经济适用房,1#楼东单元西梯,东芝电梯,乘客电梯,31103203032017090034,,日立电梯（中国）有限公司,2017-03-01,GA161690-030,ELCOSMO-E PLUS,曳引驱动,26,26,26,1050,1.75,2017-10-17,和平路24号,,,
73062部队经济适用房,1#楼西单元东梯,东芝电梯,乘客电梯,31103203032017090041,,日立电梯（中国）有限公司,2017-03-01,GA161690-040,ELCOSMO-E PLUS,曳引驱动,26,26,26,1050,1.75,2017-10-17,和平路24号,,,
