扬德·云水湾,6栋1单元9#,日立,乘客电梯,31104306822014010002,,,2012-4-23,13G021141,MCA-900-C090,,12,12,12,900,1.5,2017-6-28,临湘大道临湘市工业园旁,,,
扬德·云水湾,7栋2单元13#,日立,乘客电梯,31104306822014010009,,,2012-4-22,13G021148,MCA-900-C090,,12,12,12,900,1.5,2017-6-28,临湘大道临湘市工业园旁,,,
扬德·云水湾,7栋1单元12#,日立,乘客电梯,31104306822014010010,,,2012-4-21,13G021149,MCA-900-C090,,12,12,12,900,1.5,2017-6-28,临湘大道临湘市工业园旁,,,
扬德·云水湾,8栋1单元15#,日立,乘客电梯,31104306822014010011,,,2012-4-20,13G021150,MCA-900-C090,,12,12,12,900,1.5,2017-6-28,临湘大道临湘市工业园旁,,,
扬德·云水湾,7栋3单元14#,日立,乘客电梯,31104306822014010005,,,2012-4-19,13G021144,MCA-900-C090,,12,12,12,900,1.5,2017-6-28,临湘大道临湘市工业园旁,,,
扬德·云水湾,8栋2单元16#,日立,乘客电梯,31104306822014010012,,,2012-4-18,13G021151,MCA-900-C090,,12,12,12,900,1.5,2017-6-28,临湘大道临湘市工业园旁,,,
扬德·云水湾,8栋3单元17#,日立,乘客电梯,31104306822014010013,,,2012-4-17,13G021152,MCA-900-C090,,12,12,12,900,1.5,2017-6-28,临湘大道临湘市工业园旁,,,
扬德·云水湾,6栋2单元10#,日立,乘客电梯,31104306822014010003,,,2012-4-16,13G021142,MCA-900-C090,,12,12,12,900,1.5,2017-6-28,临湘大道临湘市工业园旁,,,
扬德·云水湾,6栋3单元11#,日立,乘客电梯,31104306822014010004,,,2012-4-15,13G021143,MCA-900-C090,,12,12,12,900,1.5,2017-6-28,临湘大道临湘市工业园旁,,,
扬德·云水湾,5栋1单元5#,日立,乘客电梯,31104306822014010001,,,2012-4-14,13G021140,MCA-900-C090,,11,11,11,900,1.5,2017-6-28,临湘大道临湘市工业园旁,,,
扬德·云水湾,5栋3单元7#,日立,乘客电梯,31104306822014010007,,,2012-4-13,13G021146,MCA-900-C090,,11,11,11,900,1.5,2017-6-28,临湘大道临湘市工业园旁,,,
扬德·云水湾,5栋2单元6#,日立,乘客电梯,31104306822014010006,,,2012-4-12,13G021145,MCA-900-C090,,11,11,11,900,1.5,2017-6-28,临湘大道临湘市工业园旁,,,
扬德·云水湾,5栋4单元8#,日立,乘客电梯,31104306822014010008,,,2012-4-11,13G021147,MCA-900-C090,,11,11,11,900,1.5,2017-6-28,临湘大道临湘市工业园旁,,,
长安购物公园,20栋右,日立,乘客电梯,31104306822016110003,,,2012-8-16,16G020202,HGE-1050-C0105,,19,19,19,1050,1.75,2016-9-8,临湘市127国道旁长安购物公园）,,,
长安购物公园,20栋左,日立,乘客电梯,31104306822016100003,,,2012-8-15,16G020201,HGE-1050-C0105,,19,19,19,1050,1.75,2016-9-7,临湘市126国道旁长安购物公园）,,,
长安购物公园,19栋右,日立,乘客电梯,31104306822017010004,,,2012-8-14,16G020200,HGE-1050-C0105,,19,19,19,1050,1.75,2016-9-6,临湘市125国道旁长安购物公园）,,,
长安购物公园,19栋左,日立,乘客电梯,31104306822016110001,,,2012-8-13,16G020199,HGE-1050-C0105,,19,19,19,1050,1.75,2016-9-5,临湘市124国道旁长安购物公园）,,,
长安购物公园,18栋左,日立,乘客电梯,31104306822016110008,,,2012-8-12,16G020198,HGE-1050-C0105,,19,19,19,1050,1.75,2016-9-4,临湘市123国道旁长安购物公园）,,,
长安购物公园,18栋右,日立,乘客电梯,31104306822016090008,,,2012-8-11,16G020197,HGE-1050-C0105,,19,19,19,1050,1.75,2016-9-3,临湘市122国道旁长安购物公园）,,,
长安购物公园,16栋1单元右,日立,乘客电梯,31104306822017010003,,,2012-8-10,16G020193,HGE-825-C0105,,19,19,19,825,1.75,2016-9-2,临湘市121国道旁长安购物公园）,,,
长安购物公园,17栋3单元,日立,乘客电梯,31104306822017010002,,,2012-8-9,16G020192,HGE-1050-C0105,,19,19,19,1050,1.75,2016-9-1,临湘市120国道旁长安购物公园）,,,
长安购物公园,16栋2单元右,日立,乘客电梯,31104306822017010001,,,2012-8-8,16G020191,HGE-1050-C0105,,19,19,19,1050,1.75,2016-8-31,临湘市119国道旁长安购物公园）,,,
长安购物公园,15栋2单元左,日立,乘客电梯,31104306822016100004,,,2012-8-4,16G020187,HGE-825-C0105,,19,19,19,825,1.75,2016-8-27,临湘市115国道旁长安购物公园）,,,
长安购物公园,15栋2单元右,日立,乘客电梯,31104306822016110005,,,2012-8-3,16G020186,HGE-1050-C0105,,19,19,19,1050,1.75,2016-8-26,临湘市114国道旁长安购物公园）,,,
长安购物公园,17栋1单元,日立,乘客电梯,31104306822016110006,,,2012-8-2,16G020196,HGE-825-C090,,13,13,13,825,1.5,2016-8-25,临湘市113国道旁长安购物公园）,,,
长安购物公园,17栋2单元,日立,乘客电梯,31104306822016110007,,,2012-8-1,16G020195,HGE-825-C090,,13,13,13,825,1.5,2016-8-24,临湘市112国道旁长安购物公园,,,
长安购物公园,9#,日立,乘客电梯,31104306822016090007,,,2012-7-31,16G020194,HGE-825-C090,,13,13,13,825,1.5,2016-8-23,临湘市111国道旁长安购物公园）,,,
长安购物公园,13栋2单元左,日立,乘客电梯,31104306822016110004,,,2012-7-30,16G020185,HGE-825-C090,,13,13,13,825,1.5,2016-8-22,临湘市110国道旁长安购物公园）,,,
长安购物公园,13栋2单元右,日立,乘客电梯,31104306822016110002,,,2012-7-29,16G020184,HGE-1050-C090,,13,13,13,1000,1.5,2016-8-21,临湘市109国道旁长安购物公园）,,,
长安购物公园,13栋1单元右,日立,乘客电梯,31104306822016090005,,,2012-7-28,16G020183,HGE-1050-C090,,13,13,13,1000,1.5,2016-8-20,临湘市108国道旁长安购物公园）,,,
长安购物公园,13栋1单元左,日立,乘客电梯,31104306822016090004,,,2012-7-27,16G020182,HGE-825-C090,,13,13,13,825,1.5,2016-8-19,临湘市107国道旁长安购物公园）,,,
长安一品,6栋2单元,广日,乘客电梯,31104306822016050001,,广州广日电梯工业有限公司,2012-7-26,广日 15013233003,G.Wiz825-CO1.5,,12,12,12,825,1.5,2017-6-7,临湘市建新北路188号,,,
长安一品,6栋1单元4#,广日,乘客电梯,31104306822016050002,,广州广日电梯工业有限公司,2012-7-25,15013233004,G.Wiz825-CO1.5,,12,12,12,825,1.5,2017-6-7,临湘市建新北路188号,,,
长安一品,5栋二单元,广日,乘客电梯,31104306822015090015,,广州广日电梯工业有限公司,2012-7-23,15013233001,G.Wiz825-CO1.5,,12,12,12,825,1.5,2017-6-7,临湘市建新北路188号,,,
长安一品,29栋东单元5#,广日,乘客电梯,31104306822015100007,,广州广日电梯工业有限公司,2012-7-22,15013233005,G.Wiz825-CO1.5,,12,12,12,825,1.5,2017-6-7,临湘市建新北路188号,,,
长安一品,29栋西单元7#,广日,乘客电梯,31104306822015100009,,广州广日电梯工业有限公司,2012-7-21,广日 15013233007,G.Wiz825-CO1.5,,12,12,12,825,1.5,2017-6-7,临湘市建新北路188号,,,
长安一品,29栋中单元6#,广日,乘客电梯,31104306822015100008,,广州广日电梯工业有限公司,2012-7-20,15013233006,G.Wiz825-CO1.5,,12,12,12,825,1.5,2017-6-7,临湘市建新北路188号,,,
长安一品,28栋西单元右11#,广日,乘客电梯,31104306822015100013,,广州广日电梯工业有限公司,2012-7-19,15013233011,G.Wiz825-CO1.5,,12,12,12,825,1.5,2017-6-7,临湘市建新北路188号,,,
长安一品,28栋东单元右8#,广日,乘客电梯,31104306822015100010,,广州广日电梯工业有限公司,2012-7-18,15013233008,G.Wiz1050-CO1.5,,18,18,18,1050,1.5,2017-6-7,临湘市建新北路188号,,,
长安一品,28栋西单元右10#,广日,乘客电梯,31104306822015100012,,广州广日电梯工业有限公司,2012-7-17,广日 15013233010,G.Wiz1050-CO1.5,,18,18,18,1050,1.5,2017-6-7,临湘市建新北路188号,,,
长安一品,28栋东单元右9#,广日,乘客电梯,31104306822015100011,,广州广日电梯工业有限公司,2012-7-16,广日 15013233009,G.Wiz1050-CO1.5,,18,18,18,1000,1.5,2017-6-7,临湘市建新北路188号,,,
向阳郡,5栋2单元,日立,乘客电梯,31104306822015010014,,,2014-10-10,HITACHI 14G044355,HGP-825-C090,,11,11,11,825,1.5,2017-11-13,临湘市向阳路,,,
向阳郡,5栋1单元,日立,乘客电梯,31104306822015010013,,,2014-10-10,HITACHI 14G044354,HGP-825-C090,,11,11,11,825,1.5,2017-11-13,临湘市向阳路,,,
向阳郡,3栋3单元,日立,乘客电梯,31104306822015010012,,,2014-10-10,HITACHI 14G044353,HGP-825-C090,,8,8,8,825,1.5,2017-11-13,临湘市向阳路,,,
向阳郡,3栋2单元,日立,乘客电梯,31104306822015010011,,,2014-10-10,HITACHI 14G044352,HGP-825-C090,,11,11,11,825,1.5,2016-11-13,临湘市向阳路,,,
向阳郡,3栋1单元,日立,乘客电梯,31104306822015010010,,,2014-10-10,HITACHI 14G044350,HGP-825-C090,,11,11,11,825,1.5,2017-11-13,临湘市向阳路,,,
向阳郡,2栋左,日立,乘客电梯,31104306822015010009,,,2014-10-10,HITACHI 14G044350,HGP-1050-C0105,,15,15,15,1050,1.75,2017-11-13,临湘市向阳路,,,
向阳郡,2栋右,日立,乘客电梯,31104306822015010008,,,2014-10-10,HITACHI 14G044349,HGP-825-C0105,,15,15,15,825,1.75,2017-11-13,临湘市向阳路,,,
向阳郡,1栋左,日立,乘客电梯,31104306822015010007,,,2014-10-10,HITACHI 14G044348,HGP-825-C0105,,14,14,14,825,1.75,2017-11-13,临湘市向阳路,,,
向阳郡,6栋2单元左,日立,乘客电梯,31104306822015010006,,,2014-10-10,HITACHI 14G044347,HGP-1050-C0105,,13,13,13,1050,1.75,2016-11-13,临湘市向阳路,,,
向阳郡,6栋2单元右,日立,乘客电梯,31104306822015010005,,,2014-10-10,HITACHI 14G044346,HGP-825-C0105,,13,13,13,825,1.75,2017-11-13,临湘市向阳路,,,
向阳郡,6栋1单元右,日立,乘客电梯,31104306822015010004,,,2014-10-10,HITACHI 14G044345,HGP-1050-C0105,,13,13,13,1050,1.75,2017-11-13,临湘市向阳路,,,
向阳郡,6栋1单元左,日立,乘客电梯,31104306822015010003,,,2014-10-10,HITACHI 14G044344,HGP-825-C0105,,13,13,13,825,1.75,2017-11-13,临湘市向阳路,,,
向阳郡,5栋3单元,日立,乘客电梯,31104306822015010002,,,2014-10-10,HITACHI 14G044343,HGP-825-C0105,,11,11,11,825,1.75,2017-11-13,临湘市向阳路,,,
向阳郡,1栋右,日立,乘客电梯,31104306822015010001,,,2014-10-10,HITACHI 14G044342,HGP-1050-C0105,,14,14,14,1050,1.75,2017-11-13,临湘市向阳路,,,
睿雅园,1栋西单元2,日立,乘客电梯,31104306822015090014,,,2012-7-1,15G022742,HGP-1050-C090,,15,15,15,1000,1.5,2017-4-21,临湘市长安镇河东南路1号,,,
睿雅园,1栋东单元1,日立,乘客电梯,31104306822015090013,,,2012-6-30,15G022741,HGP-1050-C090,,15,15,15,1000,1.5,2017-4-21,临湘市长安镇河东南路1号,,,
长安购物公园,仓库右HT2,日立,乘客电梯,31204306822016050002,,,2016-1-1,HITACHI 15G041110,LF-1600-2S30,,5,5,5,1600,0.5,2017-12-30,临湘长安购物公园,,,
长安购物公园,配货部左,日立,乘客电梯,31204306822016050001,,,2016-1-1,HITACHI 15G041109,LF-1600-2S30,,6,6,6,1600,0.5,2017-12-30,临湘长安购物公园,,,
长安购物公园,白云湖公馆6栋左,日立,乘客电梯,31104306822015120027,,,2012-6-23,HITACHI 15G041094,HGE-1050-C0105,,19,19,19,1050,1.75,2016-7-16,临湘长安购物公园,,,
长安购物公园,白云湖公馆6栋右,日立,乘客电梯,31104306822015120028,,,2012-6-22,HITACHI 15G041095,HGE-1050-C0105,,19,19,19,1050,1.75,2016-7-15,临湘长安购物公园,,,
长安购物公园,白云湖公馆5栋右,日立,乘客电梯,31104306822015120025,,,2012-6-21,HITACHI 15G041092,HGE-1050-C0105,,19,19,19,1050,1.75,2016-7-14,临湘长安购物公园,,,
长安购物公园,白云湖公馆5栋左,日立,乘客电梯,31104306822015120026,,,2012-6-20,HITACHI 15G041093,HGE-1050-C0105,,19,19,19,1050,1.75,2016-7-13,临湘长安购物公园,,,
长安购物公园,白云湖公馆3栋右,日立,乘客电梯,31104306822015120023,,,2012-6-19,HITACHI 15G041090,HGE-1050-C0105,,19,19,19,1050,1.75,2016-7-12,临湘长安购物公园,,,
长安购物公园,白云湖公馆3栋左,日立,乘客电梯,31104306822015120024,,,2012-6-18,HITACHI 15G041091,HGE-1050-C0105,,19,19,19,1050,1.75,2016-7-11,临湘长安购物公园,,,
长安购物公园,白云湖公馆2栋左,日立,乘客电梯,31104306822015120021,,,2012-6-17,HITACHI 15G041088,HGE-1050-C0105,,19,19,19,1050,1.75,2016-7-10,临湘长安购物公园,,,
长安购物公园,白云湖公馆2栋右,日立,乘客电梯,31104306822015120022,,,2012-6-16,HITACHI 15G041089,HGE-1050-C0105,,19,19,19,1050,1.75,2016-7-9,临湘长安购物公园,,,
白云湖影城,长安购物公园影城右,日立,乘客电梯,31104306822016010009,,,2012-6-13,HITACHI 15G041106,LCA-825-C060（王颂德）,,4,4,4,,1,2016-7-6,临湘长安购物公园,,,
白云湖影城,长安购物公园影城左,日立,乘客电梯,31104306822016010008,,,2012-6-12,HITACHI 15G041105,LCA-1050-C060(王颂德）,,4,4,4,,1,2016-7-5,临湘长安购物公园,,,
长安购物公园,1栋2单元公寓楼右,日立,乘客电梯,31104306822016010007,,,2015-12-1,HITACHI 15G041104,HGE-1050-C0105,,24,24,24,1050,1.75,2017-11-14,临湘长安购物公园,,,
长安购物公园,1栋1单元公寓楼左,日立,乘客电梯,31104306822016010006,,,2015-12-1,HITACHI 15G041103,HGE-1050-C0105,,24,24,24,1050,1.75,2017-11-14,临湘长安购物公园,,,
张军华,大厅,浙江振涯西屋电梯有限公司,乘客电梯,31104306822014110016,,浙江西屋电梯股份有限公司,2012-5-31,湘TF20141791,XWK-JXW-1000KG/1.5,,11,11,11,1000,1.5,2018-1-23,临湘市长盛东路62号,,,
名流公馆,3栋左,广日,乘客电梯,31104306822015090011,,,2015-8-10,广日 14220133013,MAX-E800-C01.5,,11,11,11,800,1.5,2017-12-19,临湘长安东路,,,
名流公馆,3栋右,广日,乘客电梯,31104306822015090010,,,2015-8-10,广日 14220133012,MAX-E800-C01.5,,11,11,11,800,1.75,2017-12-19,临湘长安东路,,,
名流公馆,名流花园4栋左,广日,乘客电梯,31104306822015090001,,,2015-6-10,广日 14220133010,MAX-E800-01.75,,16,16,16,800,1.75,2017-12-19,临湘长安东路,,,
名流公馆,名流花园4栋右,广日,乘客电梯,31104306822015090002,,,2015-6-10,广日 14220133011,MAX-E800C01.75,,16,16,16,800,1.5,2017-12-19,临湘长安东路,,,
名流公馆,7栋东,广日,乘客电梯,31104306822014110007,,,2014-7-10,广日 14220133009,MAX-E800C01.75,,16,16,16,800,0.5,2017-12-19,临湘长安东路,,,
名流公馆,7栋西,广日,乘客电梯,31104306822014110006,,,2014-7-10,广日 14220133009,MAX-E800C01.75,,16,16,16,800,1.75,2017-12-19,临湘长安东路,,,
名流公馆,名流花园5栋1单元,广日,乘客电梯,31104306822015100014,,,2015-8-10,广日 14220134001,MAX-E800-C01.75,,19,19,19,800,1.75,2017-12-19,临湘长安东路,,,
名流公馆,名流花园5栋2单元,广日,乘客电梯,31104306822015100015,,,2015-8-10,广日 14220134002,MAX-E800-C01.75,,12,12,12,800,1.75,2017-12-19,临湘长安东路,,,
名流公馆,名流花园5栋3单元,广日,乘客电梯,31104306822015100016,,,2015-8-10,广日 14220134003,MAX-E800-C01.75,,19,19,19,800,1.75,2017-12-19,临湘长安东路,,,
翰林华府,6栋东6#,日立,乘客电梯,31104306822015010020,,日立电梯（中国）有限公司,2012-5-14,14G048583,HGP-1050-C0105,,17,17,17,1050,1.75,2017-6-25,临湘市长安东路,,,
翰林华府,6栋西5#,日立,乘客电梯,31104306822015010019,,日立电梯（中国）有限公司,2012-5-13,14G048582,HGP-1050-C0105,,17,17,17,1050,1.75,2017-6-25,临湘市长安东路,,,
翰林华府,7栋东8#,日立,乘客电梯,31104306822015010022,,日立电梯（中国）有限公司,2012-5-12,14G048585,HGP-1050-C0105,,14,14,14,1050,1.75,2017-6-25,临湘市长安东路,,,
翰林华府,7栋西7#,日立,乘客电梯,31104306822015010021,,日立电梯（中国）有限公司,2012-5-11,14G048584,HGP-1050-C0105,,14,14,14,1050,1.75,2017-6-25,临湘市长安东路,,,
翰林华府,8栋东单元左4,日立,乘客电梯,31104306822015010018,,日立电梯（中国）有限公司,2012-5-10,14G048581,HGP-825-C0105,,18,18,18,825,1.75,2017-6-25,临湘市长安东路,,,
翰林华府,8栋东单元右3,日立,乘客电梯,31104306822015010017,,日立电梯（中国）有限公司,2012-5-9,14G048580,HGP-825-C0105,,18,18,18,825,1.75,2017-6-25,临湘市长安东路,,,
翰林华府,8栋西单元右2,日立,乘客电梯,31104306822015010016,,日立电梯（中国）有限公司,2012-5-8,14G048579,HGP-825-C0105,,18,18,18,825,1.75,2017-6-25,临湘市长安东路,,,
翰林华府,8栋西单元左1,日立,乘客电梯,31104306822015010015,,日立电梯（中国）有限公司,2012-5-7,14G048578,HGP-825-C0105,,18,18,18,825,1.75,2017-6-25,临湘市长安东路,,,
时代名都,22栋5单元5,日立,乘客电梯,31104306822013070005,,,2012-5-6,12G521426,HGP-825-C090,,11,11,11,825,1.5,2017-6-24,临湘市城中北路,,,
时代名都,22栋1单元1,日立,乘客电梯,31104306822013070001,,,2012-5-5,12G521430,HGP-825-C090,,11,11,11,825,1.5,2017-6-24,临湘市城中北路,,,
时代名都,22栋2单元2,日立,乘客电梯,31104306822013070002,,,2012-5-4,12G521429,HGP-825-C090,,11,11,11,825,1.5,2017-6-24,临湘市城中北路,,,
时代名都,22栋4单元4,日立,乘客电梯,31104306822013070004,,,2012-5-3,12G521427,HGP-825-C090,,11,11,11,825,1.5,2017-6-24,临湘市城中北路,,,
时代名都,22栋3单元3,日立,乘客电梯,31104306822013070003,,,2012-5-2,12G521428,HGP-825-C090,,11,11,11,825,1.5,2017-6-24,临湘市城中北路,,,
锦富豪庭,C栋3#,日立,乘客电梯,31104306822012110003,,,2012-4-10,,HGP-900-C090,,17,17,17,900,1.5,2017-5-10,临湘大道三角坪,,,
锦富豪庭,B栋2#,日立,乘客电梯,31104306822012110002,,,2012-4-9,,HGP-900-C090,,17,17,17,900,1.5,2017-5-10,临湘大道三角坪,,,
锦富豪庭,A栋1#,日立,乘客电梯,31104306822012110001,,,2012-4-8,,HGP-900-C090,,17,17,17,900,1.5,2017-5-10,临湘大道三角坪,,,
岳阳高铁站,站台,日立,乘客电梯,31104306832017020012,,日立电梯（中国）有限公司,2016-12-1,16G054989,LCA-900-C060,,2,2,2,900,1,2018-4-20,岳阳市巴陵东路高铁东站,,,
云溪工业园长岭分园,办公楼,日立,乘客电梯,31104306032017040001,,,,16G061213,HGE-1050-C060,,5,5,5,1050,1,2017-6-1,岳阳市云溪区文桥镇东南650米,,,
天玺花园,A栋3单元,华凯,乘客电梯,31104306212016110001,,广东华凯电梯有限公司,2016-10-7,K201605031,TKJW1000/1.5-JXW.VVVF,,7,7,7,1000,1,2018-5-8,岳阳县中湘街2号,,,
丘山大厦,办公楼右,快速,乘客电梯,31104306832014110012,,快速电梯有限公司,2014-10-10,09NP0911,HOMEX 5100,,12,12,12,1000,1.75,2017-8-3,岳阳大道狮子山路往南200米,,,
丘山大厦,办公楼左,快速,乘客电梯,31104306832014110011,,快速电梯有限公司,2014-10-10,09NP0910,HOMEX 5100,,12,12,12,1000,1.75,2017-8-13,岳阳大道狮子山路往南200米,,,
爱康医院,爱康医院门诊,快速,乘客电梯,33104306022016100001,,,2016-9-1,09NR2055,CONNEX8300,,,,,1000,0.5,2017-11-24,岳阳市云梦南路274号,,,
爱康医院,爱康医院住院部,快速,乘客电梯,31104306022016100002,,,2016-8-1,09NR2056,HYPEX7200,,3,3,3,1600,1,2017-11-24,岳阳市云梦南路273号,,,
岳阳火车站,候车室大厅左,江西莱茵电梯有限公司,乘客电梯,33104306022017010006,,,2016-12-2,201610FT-052,FCL30M-1000/0.5,,,,,1000,0.5,2018-1-16,火车站候车室大厅,,,
岳阳火车站,候车室大厅右,江西莱茵电梯有限公司,乘客电梯,33104306022017010005,,,2016-11-1,201610FT-052,FCL30M-1000/0.5,,,,,1000,0.5,2018-1-16,火车站候车室大厅,,,
吾舍,大厅1#,广日,乘客电梯,31104306022016030011,,广州广日电梯工业有限公司,2016-1-1,15343133001,ESw630-C01.5,,8,8,8,630,1.5,2017-8-31,岳阳市岳阳楼区枫桥湖路296号,,,
湖南理工学院,图书馆大厅,日立,乘客电梯,31104306022016060025,,日立电梯（中国）有限公司,2014-3-12,16G010719,MCA-1050-C060,,6,6,6,1050,1,2017-6-16,岳阳市学院路奇家岭,,,
岳阳市市政建设有限公司,1#,日立,乘客电梯,31104306022016060015,,,,16G006306,MCA-1050-CO60(单开门）,,6,6,6,1050,1,2017-6-9,岳阳市岳阳楼区东方红小学对面,,,
巴陵时尚宾馆,客房部,日立,乘客电梯,30104306022011120024,,,2011-10-10,11G055891,HGP-630-C090,,7,7,7,630,1.5,2017-5-1,德胜南路,,,
中建馨和园,5栋 右27#,日立,乘客电梯,31104306022014110001,,日立电梯（中国）有限公司,,13G017623,MCA-1050-CO105,,23,23,23,1050,1.75,2016-12-10,巴陵东路新体育馆旁,,,
中建馨和园,5栋 左28#,日立,乘客电梯,31104306022014110002,,日立电梯（中国）有限公司,,13G017624,MCA-1050-CO105,,24,24,24,1050,1.75,2016-12-10,巴陵东路新体育馆旁,,,
中建馨和园,6栋西 左21#,日立,乘客电梯,31104306022014110003,,日立电梯（中国）有限公司,,13G017625,MCA-1050-CO105,,22,22,22,1050,1.75,2016-12-10,巴陵东路新体育馆旁,,,
中建馨和园,6栋东 右20#,日立,乘客电梯,31104306022014110004,,日立电梯（中国）有限公司,,13G017626,MCA-1050-CO105,,22,22,22,1050,1.75,2016-12-10,巴陵东路新体育馆旁,,,
中建馨和园,6栋东 左19#,日立,乘客电梯,31104306022014110005,,日立电梯（中国）有限公司,,13G017627,MCA-1050-CO105,,23,23,23,1050,1.75,2016-12-10,巴陵东路新体育馆旁,,,
中建馨和园,6栋西 右22#,日立,乘客电梯,31104306022014110006,,日立电梯（中国）有限公司,,13G017628,MCA-1050-CO105,,23,23,23,1050,1.75,2016-12-10,巴陵东路新体育馆旁,,,
中建馨和园,7栋西 左32#,日立,乘客电梯,31104306022014110007,,日立电梯（中国）有限公司,,13G017629,MCA-1050-CO105,,23,23,23,1050,1.75,2016-12-10,巴陵东路新体育馆旁,,,
中建馨和园,7栋东 左30#,日立,乘客电梯,31104306022014110008,,日立电梯（中国）有限公司,,13G017630,MCA-1050-CO105,,23,23,23,1050,1.75,2016-12-10,巴陵东路新体育馆旁,,,
中建馨和园,7栋东 右31#,日立,乘客电梯,31104306022014110009,,日立电梯（中国）有限公司,,13G017631,MCA-1050-CO105,,24,24,24,1050,1.75,2016-12-10,巴陵东路新体育馆旁,,,
中建馨和园,7栋西 右29#,日立,乘客电梯,31104306022014110010,,日立电梯（中国）有限公司,,13G017632,MCA-1050-CO105,,24,24,24,1050,1.75,2016-12-10,巴陵东路新体育馆旁,,,
中建馨和园,9栋 左15#,日立,乘客电梯,31104306022014100010,,日立电梯（中国）有限公司,,13G017637,MCA-1050-CO105,,18,18,18,1050,1.75,2016-12-10,巴陵东路新体育馆旁,,,
中建馨和园,8栋东 左18#,日立,乘客电梯,31104306022014100009,,日立电梯（中国）有限公司,,13G017636,MCA-1050-CO105,,18,18,18,1050,1.75,2016-12-10,巴陵东路新体育馆旁,,,
中建馨和园,8栋西 左13#,日立,乘客电梯,31104306022014100008,,日立电梯（中国）有限公司,,13G017635,MCA-1050-CO105,,18,18,18,1050,1.75,2016-12-10,巴陵东路新体育馆旁,,,
中建馨和园,8栋东 右16#,日立,乘客电梯,31104306022014100007,,日立电梯（中国）有限公司,,13G017634,MCA-1050-CO105,,17,17,17,1050,1.75,2016-12-10,巴陵东路新体育馆旁,,,
中建馨和园,8栋西 右14#,日立,乘客电梯,31104306022014100006,,日立电梯（中国）有限公司,,13G017633,MCA-1050-CO105,,17,17,17,1050,1.75,2016-12-10,巴陵东路新体育馆旁,,,
中建馨和园,11栋 东34#,日立,乘客电梯,31104306022014110011,,日立电梯（中国）有限公司,,13G017609,MCA-1050-CO105,,17,17,17,1050,1.75,2016-12-10,巴陵东路新体育馆旁,,,
中建馨和园,11栋 西33#,日立,乘客电梯,31104306022014110012,,日立电梯（中国）有限公司,,13G017610,MCA-1050-CO105,,18,18,18,1050,1.75,2016-12-10,巴陵东路新体育馆旁,,,
中建馨和园,3栋东 左9#,日立,乘客电梯,31104306022014110013,,日立电梯（中国）有限公司,,13G017615,MCA-1050-CO105,,23,23,23,1050,1.75,2016-12-10,巴陵东路新体育馆旁,,,
中建馨和园,3栋西 左11#,日立,乘客电梯,31104306022014110014,,日立电梯（中国）有限公司,,13G017616,MCA-1050-CO105,,23,23,23,1050,1.75,2016-12-10,巴陵东路新体育馆旁,,,
中建馨和园,3栋东 右10#,日立,乘客电梯,31104306022014110015,,日立电梯（中国）有限公司,,13G017617,MCA-1050-CO105,,24,24,24,1050,1.75,2016-12-10,巴陵东路新体育馆旁,,,
中建馨和园,3栋西 右12#,日立,乘客电梯,31104306022014110016,,日立电梯（中国）有限公司,,13G017618,MCA-1050-CO105,,24,24,24,1050,1.75,2016-12-10,巴陵东路新体育馆旁,,,
中建馨和园,4栋西 右25#,日立,乘客电梯,31104306022014110017,,日立电梯（中国）有限公司,,13G017619,MCA-1050-CO105,,23,23,23,1050,1.75,2016-12-10,巴陵东路新体育馆旁,,,
中建馨和园,4栋西 左24#,日立,乘客电梯,31104306022014110018,,日立电梯（中国）有限公司,,13G017620,MCA-1050-CO105,,23,23,23,1050,1.75,2016-12-10,巴陵东路新体育馆旁,,,
中建馨和园,4栋东 左26#,日立,乘客电梯,31104306022014110019,,日立电梯（中国）有限公司,,13G017621,MCA-1050-CO105,,24,24,24,1050,1.75,2016-12-10,巴陵东路新体育馆旁,,,
中建馨和园,4栋东 右23#,日立,乘客电梯,31104306022014110020,,日立电梯（中国）有限公司,,13G017622,MCA-1050-CO105,,24,24,24,1050,1.75,2016-12-10,巴陵东路新体育馆旁,,,
中建馨和园,9栋 右17#,日立,乘客电梯,31104306022015120018,,日立电梯（中国）有限公司,,13G017638,MCA-1050-CO105,,17,17,17,1050,1.75,2016-12-10,巴陵东路新体育馆旁,,,
中建馨和园,2栋西 左7#,日立,乘客电梯,31104306022014080017,,日立电梯（中国）有限公司,,13G017614,MCA-1050-CO105,,17,17,17,1050,1.75,2016-12-10,巴陵东路新体育馆旁,,,
中建馨和园,2栋东 右6#,日立,乘客电梯,31104306022014080016,,日立电梯（中国）有限公司,,13G017613,MCA-1050-CO105,,18,18,18,1050,1.75,2016-12-10,巴陵东路新体育馆旁,,,
中建馨和园,2栋西 右8#,日立,乘客电梯,31104306022014080015,,日立电梯（中国）有限公司,,13G017612,MCA-1050-CO105,,18,18,18,1050,1.75,2016-12-10,巴陵东路新体育馆旁,,,
中建馨和园,2栋东 左5#,日立,乘客电梯,31104306022014080014,,日立电梯（中国）有限公司,,13G017611,MCA-1050-CO105,,17,17,17,1050,1.75,2016-12-10,巴陵东路新体育馆旁,,,
中建馨和园,10栋西 左35#,日立,乘客电梯,31104306022014080013,,日立电梯（中国）有限公司,,13G017608,MCA-1050-CO105,,17,17,17,1050,1.75,2016-12-10,巴陵东路新体育馆旁,,,
